ROWID,Country,State LGD Code,State,SourceYear,"State wise Macro Nutrient Status for Cycle I, Cycle II ,Cycle III","Fertilizers used in cycle namely Nitrogen, phosphorous, Potassium, organic carbon",Fertilizers level,Count of Nutrient status involved in three cycles,Samples under each cycle,YearCode,Year
1205,India,6,HARYANA,2017-18,Cycle 2,Nitrogen (N),L,16017,1356297,2017,"Financial Year (Apr - Mar), 2017"
1206,India,6,HARYANA,2017-18,Cycle 2,Organic Carbon (OC),VH,22604,1356297,2017,"Financial Year (Apr - Mar), 2017"
1207,India,6,HARYANA,2017-18,Cycle 2,Phosphorous (P),VH,31039,1356297,2017,"Financial Year (Apr - Mar), 2017"
1208,India,6,HARYANA,2017-18,Cycle 2,Phosphorous (P),H,41455,1356297,2017,"Financial Year (Apr - Mar), 2017"
1209,India,6,HARYANA,2017-18,Cycle 2,Organic Carbon (OC),M,103416,1356297,2017,"Financial Year (Apr - Mar), 2017"
1210,India,6,HARYANA,2017-18,Cycle 2,Potassium (K),VH,120280,1356297,2017,"Financial Year (Apr - Mar), 2017"
1211,India,6,HARYANA,2017-18,Cycle 2,Potassium (K),VL,128786,1356297,2017,"Financial Year (Apr - Mar), 2017"
1212,India,6,HARYANA,2017-18,Cycle 2,Organic Carbon (OC),VL,156875,1356297,2017,"Financial Year (Apr - Mar), 2017"
1213,India,6,HARYANA,2017-18,Cycle 2,Phosphorous (P),M,176530,1356297,2017,"Financial Year (Apr - Mar), 2017"
1214,India,6,HARYANA,2017-18,Cycle 2,Potassium (K),L,263673,1356297,2017,"Financial Year (Apr - Mar), 2017"
1215,India,6,HARYANA,2017-18,Cycle 2,Nitrogen (N),VL,274559,1356297,2017,"Financial Year (Apr - Mar), 2017"
1216,India,6,HARYANA,2017-18,Cycle 2,Potassium (K),H,293215,1356297,2017,"Financial Year (Apr - Mar), 2017"
1217,India,6,HARYANA,2017-18,Cycle 2,Phosphorous (P),L,293406,1356297,2017,"Financial Year (Apr - Mar), 2017"
1218,India,6,HARYANA,2017-18,Cycle 2,Potassium (K),M,485113,1356297,2017,"Financial Year (Apr - Mar), 2017"
1219,India,6,HARYANA,2017-18,Cycle 2,Phosphorous (P),VL,745058,1356297,2017,"Financial Year (Apr - Mar), 2017"
1220,India,6,HARYANA,2017-18,Cycle 2,Organic Carbon (OC),L,1005829,1356297,2017,"Financial Year (Apr - Mar), 2017"
1221,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Phosphorous (P),VH,0,1465146,2017,"Financial Year (Apr - Mar), 2017"
1222,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Potassium (K),VH,0,1465146,2017,"Financial Year (Apr - Mar), 2017"
1223,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Phosphorous (P),VL,0,1465146,2017,"Financial Year (Apr - Mar), 2017"
1224,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Potassium (K),VL,0,1465146,2017,"Financial Year (Apr - Mar), 2017"
1225,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Nitrogen (N),VH,6045,1465146,2017,"Financial Year (Apr - Mar), 2017"
1226,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Nitrogen (N),H,18580,1465146,2017,"Financial Year (Apr - Mar), 2017"
1227,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Phosphorous (P),L,163367,1465146,2017,"Financial Year (Apr - Mar), 2017"
1228,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Organic Carbon (OC),VH,165119,1465146,2017,"Financial Year (Apr - Mar), 2017"
1229,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Organic Carbon (OC),H,181851,1465146,2017,"Financial Year (Apr - Mar), 2017"
1230,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Potassium (K),L,200125,1465146,2017,"Financial Year (Apr - Mar), 2017"
1231,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Organic Carbon (OC),VL,222906,1465146,2017,"Financial Year (Apr - Mar), 2017"
1232,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Nitrogen (N),M,314541,1465146,2017,"Financial Year (Apr - Mar), 2017"
1233,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Organic Carbon (OC),M,324526,1465146,2017,"Financial Year (Apr - Mar), 2017"
1234,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Nitrogen (N),VL,354615,1465146,2017,"Financial Year (Apr - Mar), 2017"
1235,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Phosphorous (P),M,427045,1465146,2017,"Financial Year (Apr - Mar), 2017"
1236,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Potassium (K),M,484447,1465146,2017,"Financial Year (Apr - Mar), 2017"
1237,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Organic Carbon (OC),L,570933,1465146,2017,"Financial Year (Apr - Mar), 2017"
1238,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Nitrogen (N),L,771494,1465146,2017,"Financial Year (Apr - Mar), 2017"
1239,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Potassium (K),H,780669,1465146,2017,"Financial Year (Apr - Mar), 2017"
1240,India,28,ANDHRA PRADESH,2017-18,Cycle 2,Phosphorous (P),H,875013,1465146,2017,"Financial Year (Apr - Mar), 2017"
1241,India,8,RAJASTHAN,2017-18,Cycle 2,Nitrogen (N),H,0,1499354,2017,"Financial Year (Apr - Mar), 2017"
1242,India,8,RAJASTHAN,2017-18,Cycle 2,Nitrogen (N),M,0,1499354,2017,"Financial Year (Apr - Mar), 2017"
1243,India,8,RAJASTHAN,2017-18,Cycle 2,Nitrogen (N),VH,0,1499354,2017,"Financial Year (Apr - Mar), 2017"
1244,India,8,RAJASTHAN,2017-18,Cycle 2,Nitrogen (N),L,2,1499354,2017,"Financial Year (Apr - Mar), 2017"
1245,India,8,RAJASTHAN,2017-18,Cycle 2,Nitrogen (N),VL,6,1499354,2017,"Financial Year (Apr - Mar), 2017"
1246,India,8,RAJASTHAN,2017-18,Cycle 2,Phosphorous (P),VH,10119,1499354,2017,"Financial Year (Apr - Mar), 2017"
1247,India,8,RAJASTHAN,2017-18,Cycle 2,Potassium (K),VL,12909,1499354,2017,"Financial Year (Apr - Mar), 2017"
1248,India,8,RAJASTHAN,2017-18,Cycle 2,Organic Carbon (OC),VH,13533,1499354,2017,"Financial Year (Apr - Mar), 2017"
1249,India,8,RAJASTHAN,2017-18,Cycle 2,Potassium (K),VH,15525,1499354,2017,"Financial Year (Apr - Mar), 2017"
1250,India,8,RAJASTHAN,2017-18,Cycle 2,Organic Carbon (OC),H,27250,1499354,2017,"Financial Year (Apr - Mar), 2017"
1251,India,8,RAJASTHAN,2017-18,Cycle 2,Phosphorous (P),VL,41776,1499354,2017,"Financial Year (Apr - Mar), 2017"
1252,India,8,RAJASTHAN,2017-18,Cycle 2,Phosphorous (P),H,83283,1499354,2017,"Financial Year (Apr - Mar), 2017"
1253,India,8,RAJASTHAN,2017-18,Cycle 2,Potassium (K),L,151569,1499354,2017,"Financial Year (Apr - Mar), 2017"
1254,India,8,RAJASTHAN,2017-18,Cycle 2,Organic Carbon (OC),M,199817,1499354,2017,"Financial Year (Apr - Mar), 2017"
1255,India,8,RAJASTHAN,2017-18,Cycle 2,Potassium (K),H,291900,1499354,2017,"Financial Year (Apr - Mar), 2017"
1256,India,8,RAJASTHAN,2017-18,Cycle 2,Phosphorous (P),L,351817,1499354,2017,"Financial Year (Apr - Mar), 2017"
1257,India,8,RAJASTHAN,2017-18,Cycle 2,Organic Carbon (OC),VL,358670,1499354,2017,"Financial Year (Apr - Mar), 2017"
1258,India,8,RAJASTHAN,2017-18,Cycle 2,Organic Carbon (OC),L,903675,1499354,2017,"Financial Year (Apr - Mar), 2017"
1259,India,8,RAJASTHAN,2017-18,Cycle 2,Phosphorous (P),M,1016098,1499354,2017,"Financial Year (Apr - Mar), 2017"
1260,India,8,RAJASTHAN,2017-18,Cycle 2,Potassium (K),M,1031156,1499354,2017,"Financial Year (Apr - Mar), 2017"
1261,India,29,KARNATAKA,2017-18,Cycle 2,Nitrogen (N),H,44705,1610837,2017,"Financial Year (Apr - Mar), 2017"
1262,India,29,KARNATAKA,2017-18,Cycle 2,Potassium (K),VH,60819,1610837,2017,"Financial Year (Apr - Mar), 2017"
1263,India,29,KARNATAKA,2017-18,Cycle 2,Nitrogen (N),VH,66058,1610837,2017,"Financial Year (Apr - Mar), 2017"
1264,India,29,KARNATAKA,2017-18,Cycle 2,Potassium (K),VL,138239,1610837,2017,"Financial Year (Apr - Mar), 2017"
1265,India,29,KARNATAKA,2017-18,Cycle 2,Phosphorous (P),VH,188949,1610837,2017,"Financial Year (Apr - Mar), 2017"
1266,India,29,KARNATAKA,2017-18,Cycle 2,Nitrogen (N),VL,201266,1610837,2017,"Financial Year (Apr - Mar), 2017"
1267,India,29,KARNATAKA,2017-18,Cycle 2,Organic Carbon (OC),H,208345,1610837,2017,"Financial Year (Apr - Mar), 2017"
1268,India,29,KARNATAKA,2017-18,Cycle 2,Organic Carbon (OC),VL,211669,1610837,2017,"Financial Year (Apr - Mar), 2017"
1269,India,29,KARNATAKA,2017-18,Cycle 2,Organic Carbon (OC),VH,213119,1610837,2017,"Financial Year (Apr - Mar), 2017"
1270,India,29,KARNATAKA,2017-18,Cycle 2,Nitrogen (N),M,226283,1610837,2017,"Financial Year (Apr - Mar), 2017"
1271,India,29,KARNATAKA,2017-18,Cycle 2,Phosphorous (P),H,231086,1610837,2017,"Financial Year (Apr - Mar), 2017"
1272,India,29,KARNATAKA,2017-18,Cycle 2,Phosphorous (P),VL,236685,1610837,2017,"Financial Year (Apr - Mar), 2017"
1273,India,29,KARNATAKA,2017-18,Cycle 2,Potassium (K),L,240247,1610837,2017,"Financial Year (Apr - Mar), 2017"
1274,India,29,KARNATAKA,2017-18,Cycle 2,Nitrogen (N),L,245426,1610837,2017,"Financial Year (Apr - Mar), 2017"
1275,India,29,KARNATAKA,2017-18,Cycle 2,Phosphorous (P),L,359034,1610837,2017,"Financial Year (Apr - Mar), 2017"
1276,India,29,KARNATAKA,2017-18,Cycle 2,Organic Carbon (OC),M,420540,1610837,2017,"Financial Year (Apr - Mar), 2017"
1277,India,29,KARNATAKA,2017-18,Cycle 2,Potassium (K),H,575724,1610837,2017,"Financial Year (Apr - Mar), 2017"
1278,India,29,KARNATAKA,2017-18,Cycle 2,Organic Carbon (OC),L,585018,1610837,2017,"Financial Year (Apr - Mar), 2017"
1279,India,29,KARNATAKA,2017-18,Cycle 2,Phosphorous (P),M,626356,1610837,2017,"Financial Year (Apr - Mar), 2017"
1280,India,29,KARNATAKA,2017-18,Cycle 2,Potassium (K),M,627259,1610837,2017,"Financial Year (Apr - Mar), 2017"
1281,India,24,GUJARAT,2017-18,Cycle 2,Nitrogen (N),VH,7932,1688804,2017,"Financial Year (Apr - Mar), 2017"
1282,India,24,GUJARAT,2017-18,Cycle 2,Nitrogen (N),H,22896,1688804,2017,"Financial Year (Apr - Mar), 2017"
1283,India,24,GUJARAT,2017-18,Cycle 2,Potassium (K),VL,27233,1688804,2017,"Financial Year (Apr - Mar), 2017"
1284,India,24,GUJARAT,2017-18,Cycle 2,Potassium (K),VH,29943,1688804,2017,"Financial Year (Apr - Mar), 2017"
1285,India,24,GUJARAT,2017-18,Cycle 2,Phosphorous (P),VL,37104,1688804,2017,"Financial Year (Apr - Mar), 2017"
1286,India,24,GUJARAT,2017-18,Cycle 2,Organic Carbon (OC),VL,55260,1688804,2017,"Financial Year (Apr - Mar), 2017"
1287,India,24,GUJARAT,2017-18,Cycle 2,Potassium (K),L,75921,1688804,2017,"Financial Year (Apr - Mar), 2017"
1288,India,24,GUJARAT,2017-18,Cycle 2,Phosphorous (P),VH,76549,1688804,2017,"Financial Year (Apr - Mar), 2017"
1289,India,24,GUJARAT,2017-18,Cycle 2,Nitrogen (N),VL,147810,1688804,2017,"Financial Year (Apr - Mar), 2017"
1290,India,24,GUJARAT,2017-18,Cycle 2,Phosphorous (P),L,208492,1688804,2017,"Financial Year (Apr - Mar), 2017"
1291,India,24,GUJARAT,2017-18,Cycle 2,Organic Carbon (OC),VH,211546,1688804,2017,"Financial Year (Apr - Mar), 2017"
1292,India,24,GUJARAT,2017-18,Cycle 2,Organic Carbon (OC),H,259677,1688804,2017,"Financial Year (Apr - Mar), 2017"
1293,India,24,GUJARAT,2017-18,Cycle 2,Phosphorous (P),H,345687,1688804,2017,"Financial Year (Apr - Mar), 2017"
1294,India,24,GUJARAT,2017-18,Cycle 2,Nitrogen (N),M,506177,1688804,2017,"Financial Year (Apr - Mar), 2017"
1295,India,24,GUJARAT,2017-18,Cycle 2,Organic Carbon (OC),L,572011,1688804,2017,"Financial Year (Apr - Mar), 2017"
1296,India,24,GUJARAT,2017-18,Cycle 2,Organic Carbon (OC),M,591691,1688804,2017,"Financial Year (Apr - Mar), 2017"
1297,India,24,GUJARAT,2017-18,Cycle 2,Potassium (K),H,690366,1688804,2017,"Financial Year (Apr - Mar), 2017"
1298,India,24,GUJARAT,2017-18,Cycle 2,Potassium (K),M,866980,1688804,2017,"Financial Year (Apr - Mar), 2017"
1299,India,24,GUJARAT,2017-18,Cycle 2,Nitrogen (N),L,1004221,1688804,2017,"Financial Year (Apr - Mar), 2017"
1300,India,24,GUJARAT,2017-18,Cycle 2,Phosphorous (P),M,1022385,1688804,2017,"Financial Year (Apr - Mar), 2017"
1301,India,23,MADHYA PRADESH,2017-18,Cycle 2,Nitrogen (N),VH,2328,1802756,2017,"Financial Year (Apr - Mar), 2017"
1302,India,23,MADHYA PRADESH,2017-18,Cycle 2,Nitrogen (N),H,10445,1802756,2017,"Financial Year (Apr - Mar), 2017"
1303,India,23,MADHYA PRADESH,2017-18,Cycle 2,Phosphorous (P),VH,34196,1802756,2017,"Financial Year (Apr - Mar), 2017"
1304,India,23,MADHYA PRADESH,2017-18,Cycle 2,Potassium (K),VH,34962,1802756,2017,"Financial Year (Apr - Mar), 2017"
1305,India,23,MADHYA PRADESH,2017-18,Cycle 2,Phosphorous (P),H,46524,1802756,2017,"Financial Year (Apr - Mar), 2017"
1306,India,23,MADHYA PRADESH,2017-18,Cycle 2,Potassium (K),VL,50158,1802756,2017,"Financial Year (Apr - Mar), 2017"
1307,India,23,MADHYA PRADESH,2017-18,Cycle 2,Organic Carbon (OC),VL,95674,1802756,2017,"Financial Year (Apr - Mar), 2017"
1308,India,23,MADHYA PRADESH,2017-18,Cycle 2,Nitrogen (N),VL,110116,1802756,2017,"Financial Year (Apr - Mar), 2017"
1309,India,23,MADHYA PRADESH,2017-18,Cycle 2,Potassium (K),L,139996,1802756,2017,"Financial Year (Apr - Mar), 2017"
1310,India,23,MADHYA PRADESH,2017-18,Cycle 2,Organic Carbon (OC),VH,201981,1802756,2017,"Financial Year (Apr - Mar), 2017"
1311,India,23,MADHYA PRADESH,2017-18,Cycle 2,Phosphorous (P),VL,293147,1802756,2017,"Financial Year (Apr - Mar), 2017"
1312,India,23,MADHYA PRADESH,2017-18,Cycle 2,Organic Carbon (OC),H,317704,1802756,2017,"Financial Year (Apr - Mar), 2017"
1313,India,23,MADHYA PRADESH,2017-18,Cycle 2,Nitrogen (N),M,419260,1802756,2017,"Financial Year (Apr - Mar), 2017"
1314,India,23,MADHYA PRADESH,2017-18,Cycle 2,Potassium (K),H,522155,1802756,2017,"Financial Year (Apr - Mar), 2017"
1315,India,23,MADHYA PRADESH,2017-18,Cycle 2,Organic Carbon (OC),L,575098,1802756,2017,"Financial Year (Apr - Mar), 2017"
1316,India,23,MADHYA PRADESH,2017-18,Cycle 2,Phosphorous (P),M,624973,1802756,2017,"Financial Year (Apr - Mar), 2017"
1317,India,23,MADHYA PRADESH,2017-18,Cycle 2,Organic Carbon (OC),M,674963,1802756,2017,"Financial Year (Apr - Mar), 2017"
1318,India,23,MADHYA PRADESH,2017-18,Cycle 2,Phosphorous (P),L,867457,1802756,2017,"Financial Year (Apr - Mar), 2017"
1319,India,23,MADHYA PRADESH,2017-18,Cycle 2,Potassium (K),M,1118385,1802756,2017,"Financial Year (Apr - Mar), 2017"
1320,India,23,MADHYA PRADESH,2017-18,Cycle 2,Nitrogen (N),L,1312667,1802756,2017,"Financial Year (Apr - Mar), 2017"
1321,India,27,MAHARASHTRA,2017-18,Cycle 2,Nitrogen (N),VH,41851,2785506,2017,"Financial Year (Apr - Mar), 2017"
1322,India,27,MAHARASHTRA,2017-18,Cycle 2,Potassium (K),VL,63039,2785506,2017,"Financial Year (Apr - Mar), 2017"
1323,India,27,MAHARASHTRA,2017-18,Cycle 2,Nitrogen (N),H,79414,2785506,2017,"Financial Year (Apr - Mar), 2017"
1324,India,27,MAHARASHTRA,2017-18,Cycle 2,Potassium (K),L,116037,2785506,2017,"Financial Year (Apr - Mar), 2017"
1325,India,27,MAHARASHTRA,2017-18,Cycle 2,Phosphorous (P),VL,174424,2785506,2017,"Financial Year (Apr - Mar), 2017"
1326,India,27,MAHARASHTRA,2017-18,Cycle 2,Organic Carbon (OC),VH,231078,2785506,2017,"Financial Year (Apr - Mar), 2017"
1327,India,27,MAHARASHTRA,2017-18,Cycle 2,Organic Carbon (OC),VL,306101,2785506,2017,"Financial Year (Apr - Mar), 2017"
1328,India,27,MAHARASHTRA,2017-18,Cycle 2,Organic Carbon (OC),H,315858,2785506,2017,"Financial Year (Apr - Mar), 2017"
1329,India,27,MAHARASHTRA,2017-18,Cycle 2,Phosphorous (P),H,358578,2785506,2017,"Financial Year (Apr - Mar), 2017"
1330,India,27,MAHARASHTRA,2017-18,Cycle 2,Phosphorous (P),VH,438128,2785506,2017,"Financial Year (Apr - Mar), 2017"
1331,India,27,MAHARASHTRA,2017-18,Cycle 2,Potassium (K),VH,457280,2785506,2017,"Financial Year (Apr - Mar), 2017"
1332,India,27,MAHARASHTRA,2017-18,Cycle 2,Nitrogen (N),VL,468113,2785506,2017,"Financial Year (Apr - Mar), 2017"
1333,India,27,MAHARASHTRA,2017-18,Cycle 2,Phosphorous (P),L,534288,2785506,2017,"Financial Year (Apr - Mar), 2017"
1334,India,27,MAHARASHTRA,2017-18,Cycle 2,Organic Carbon (OC),M,794508,2785506,2017,"Financial Year (Apr - Mar), 2017"
1335,India,27,MAHARASHTRA,2017-18,Cycle 2,Nitrogen (N),M,824774,2785506,2017,"Financial Year (Apr - Mar), 2017"
1336,India,27,MAHARASHTRA,2017-18,Cycle 2,Potassium (K),M,837099,2785506,2017,"Financial Year (Apr - Mar), 2017"
1337,India,27,MAHARASHTRA,2017-18,Cycle 2,Organic Carbon (OC),L,1134050,2785506,2017,"Financial Year (Apr - Mar), 2017"
1338,India,27,MAHARASHTRA,2017-18,Cycle 2,Phosphorous (P),M,1277334,2785506,2017,"Financial Year (Apr - Mar), 2017"
1339,India,27,MAHARASHTRA,2017-18,Cycle 2,Potassium (K),H,1308886,2785506,2017,"Financial Year (Apr - Mar), 2017"
1340,India,27,MAHARASHTRA,2017-18,Cycle 2,Nitrogen (N),L,1318683,2785506,2017,"Financial Year (Apr - Mar), 2017"
1341,India,9,UTTAR PRADESH,2017-18,Cycle 2,Nitrogen (N),H,2489,4864006,2017,"Financial Year (Apr - Mar), 2017"
1342,India,9,UTTAR PRADESH,2017-18,Cycle 2,Nitrogen (N),VH,5963,4864006,2017,"Financial Year (Apr - Mar), 2017"
1343,India,9,UTTAR PRADESH,2017-18,Cycle 2,Potassium (K),VH,10498,4864006,2017,"Financial Year (Apr - Mar), 2017"
1344,India,9,UTTAR PRADESH,2017-18,Cycle 2,Organic Carbon (OC),VH,44054,4864006,2017,"Financial Year (Apr - Mar), 2017"
1345,India,9,UTTAR PRADESH,2017-18,Cycle 2,Organic Carbon (OC),H,55035,4864006,2017,"Financial Year (Apr - Mar), 2017"
1346,India,9,UTTAR PRADESH,2017-18,Cycle 2,Nitrogen (N),M,78771,4864006,2017,"Financial Year (Apr - Mar), 2017"
1347,India,9,UTTAR PRADESH,2017-18,Cycle 2,Phosphorous (P),H,78896,4864006,2017,"Financial Year (Apr - Mar), 2017"
1348,India,9,UTTAR PRADESH,2017-18,Cycle 2,Phosphorous (P),VH,117295,4864006,2017,"Financial Year (Apr - Mar), 2017"
1349,India,9,UTTAR PRADESH,2017-18,Cycle 2,Potassium (K),H,150605,4864006,2017,"Financial Year (Apr - Mar), 2017"
1350,India,9,UTTAR PRADESH,2017-18,Cycle 2,Potassium (K),VL,302024,4864006,2017,"Financial Year (Apr - Mar), 2017"
1351,India,9,UTTAR PRADESH,2017-18,Cycle 2,Nitrogen (N),L,423505,4864006,2017,"Financial Year (Apr - Mar), 2017"
1352,India,9,UTTAR PRADESH,2017-18,Cycle 2,Organic Carbon (OC),M,478096,4864006,2017,"Financial Year (Apr - Mar), 2017"
1353,India,9,UTTAR PRADESH,2017-18,Cycle 2,Phosphorous (P),M,498718,4864006,2017,"Financial Year (Apr - Mar), 2017"
1354,India,9,UTTAR PRADESH,2017-18,Cycle 2,Organic Carbon (OC),VL,890734,4864006,2017,"Financial Year (Apr - Mar), 2017"
1355,India,9,UTTAR PRADESH,2017-18,Cycle 2,Potassium (K),L,923591,4864006,2017,"Financial Year (Apr - Mar), 2017"
1356,India,9,UTTAR PRADESH,2017-18,Cycle 2,Phosphorous (P),VL,1431542,4864006,2017,"Financial Year (Apr - Mar), 2017"
1357,India,9,UTTAR PRADESH,2017-18,Cycle 2,Phosphorous (P),L,2957863,4864006,2017,"Financial Year (Apr - Mar), 2017"
1358,India,9,UTTAR PRADESH,2017-18,Cycle 2,Organic Carbon (OC),L,3615792,4864006,2017,"Financial Year (Apr - Mar), 2017"
1359,India,9,UTTAR PRADESH,2017-18,Cycle 2,Potassium (K),M,3695609,4864006,2017,"Financial Year (Apr - Mar), 2017"
1360,India,9,UTTAR PRADESH,2017-18,Cycle 2,Nitrogen (N),VL,4484086,4864006,2017,"Financial Year (Apr - Mar), 2017"
1361,India,15,MIZORAM,2019-20,Cycle 3,Nitrogen (N),H,0,2,2019,"Financial Year (Apr - Mar), 2019"
1362,India,15,MIZORAM,2019-20,Cycle 3,Organic Carbon (OC),H,0,2,2019,"Financial Year (Apr - Mar), 2019"
1363,India,15,MIZORAM,2019-20,Cycle 3,Potassium (K),H,0,2,2019,"Financial Year (Apr - Mar), 2019"
1364,India,15,MIZORAM,2019-20,Cycle 3,Nitrogen (N),L,0,2,2019,"Financial Year (Apr - Mar), 2019"
1365,India,15,MIZORAM,2019-20,Cycle 3,Organic Carbon (OC),L,0,2,2019,"Financial Year (Apr - Mar), 2019"
1366,India,15,MIZORAM,2019-20,Cycle 3,Phosphorous (P),L,0,2,2019,"Financial Year (Apr - Mar), 2019"
1367,India,15,MIZORAM,2019-20,Cycle 3,Potassium (K),L,0,2,2019,"Financial Year (Apr - Mar), 2019"
1368,India,15,MIZORAM,2019-20,Cycle 3,Organic Carbon (OC),M,0,2,2019,"Financial Year (Apr - Mar), 2019"
1369,India,15,MIZORAM,2019-20,Cycle 3,Phosphorous (P),M,0,2,2019,"Financial Year (Apr - Mar), 2019"
1370,India,15,MIZORAM,2019-20,Cycle 3,Potassium (K),M,0,2,2019,"Financial Year (Apr - Mar), 2019"
1371,India,15,MIZORAM,2019-20,Cycle 3,Nitrogen (N),VH,0,2,2019,"Financial Year (Apr - Mar), 2019"
1372,India,15,MIZORAM,2019-20,Cycle 3,Potassium (K),VH,0,2,2019,"Financial Year (Apr - Mar), 2019"
1373,India,15,MIZORAM,2019-20,Cycle 3,Phosphorous (P),VL,0,2,2019,"Financial Year (Apr - Mar), 2019"
1374,India,15,MIZORAM,2019-20,Cycle 3,Phosphorous (P),H,1,2,2019,"Financial Year (Apr - Mar), 2019"
1375,India,15,MIZORAM,2019-20,Cycle 3,Nitrogen (N),M,1,2,2019,"Financial Year (Apr - Mar), 2019"
1376,India,15,MIZORAM,2019-20,Cycle 3,Organic Carbon (OC),VH,1,2,2019,"Financial Year (Apr - Mar), 2019"
1377,India,15,MIZORAM,2019-20,Cycle 3,Phosphorous (P),VH,1,2,2019,"Financial Year (Apr - Mar), 2019"
1378,India,15,MIZORAM,2019-20,Cycle 3,Nitrogen (N),VL,1,2,2019,"Financial Year (Apr - Mar), 2019"
1379,India,15,MIZORAM,2019-20,Cycle 3,Organic Carbon (OC),VL,1,2,2019,"Financial Year (Apr - Mar), 2019"
1380,India,15,MIZORAM,2019-20,Cycle 3,Potassium (K),VL,2,2,2019,"Financial Year (Apr - Mar), 2019"
1381,India,19,WEST BENGAL,2019-20,Cycle 3,Potassium (K),M,0,12,2019,"Financial Year (Apr - Mar), 2019"
1382,India,19,WEST BENGAL,2019-20,Cycle 3,Nitrogen (N),VH,0,12,2019,"Financial Year (Apr - Mar), 2019"
1383,India,19,WEST BENGAL,2019-20,Cycle 3,Potassium (K),VH,0,12,2019,"Financial Year (Apr - Mar), 2019"
1384,India,19,WEST BENGAL,2019-20,Cycle 3,Nitrogen (N),VL,0,12,2019,"Financial Year (Apr - Mar), 2019"
1385,India,19,WEST BENGAL,2019-20,Cycle 3,Organic Carbon (OC),VL,0,12,2019,"Financial Year (Apr - Mar), 2019"
1386,India,19,WEST BENGAL,2019-20,Cycle 3,Potassium (K),H,1,12,2019,"Financial Year (Apr - Mar), 2019"
1387,India,19,WEST BENGAL,2019-20,Cycle 3,Organic Carbon (OC),L,1,12,2019,"Financial Year (Apr - Mar), 2019"
1388,India,19,WEST BENGAL,2019-20,Cycle 3,Organic Carbon (OC),VH,1,12,2019,"Financial Year (Apr - Mar), 2019"
1389,India,19,WEST BENGAL,2019-20,Cycle 3,Nitrogen (N),H,2,12,2019,"Financial Year (Apr - Mar), 2019"
1390,India,19,WEST BENGAL,2019-20,Cycle 3,Organic Carbon (OC),H,2,12,2019,"Financial Year (Apr - Mar), 2019"
1391,India,19,WEST BENGAL,2019-20,Cycle 3,Phosphorous (P),H,2,12,2019,"Financial Year (Apr - Mar), 2019"
1392,India,19,WEST BENGAL,2019-20,Cycle 3,Phosphorous (P),L,2,12,2019,"Financial Year (Apr - Mar), 2019"
1393,India,19,WEST BENGAL,2019-20,Cycle 3,Potassium (K),L,2,12,2019,"Financial Year (Apr - Mar), 2019"
1394,India,19,WEST BENGAL,2019-20,Cycle 3,Phosphorous (P),VH,2,12,2019,"Financial Year (Apr - Mar), 2019"
1395,India,19,WEST BENGAL,2019-20,Cycle 3,Phosphorous (P),VL,2,12,2019,"Financial Year (Apr - Mar), 2019"
1396,India,19,WEST BENGAL,2019-20,Cycle 3,Nitrogen (N),L,3,12,2019,"Financial Year (Apr - Mar), 2019"
1397,India,19,WEST BENGAL,2019-20,Cycle 3,Phosphorous (P),M,4,12,2019,"Financial Year (Apr - Mar), 2019"
1398,India,19,WEST BENGAL,2019-20,Cycle 3,Nitrogen (N),M,7,12,2019,"Financial Year (Apr - Mar), 2019"
1399,India,19,WEST BENGAL,2019-20,Cycle 3,Organic Carbon (OC),M,8,12,2019,"Financial Year (Apr - Mar), 2019"
1400,India,19,WEST BENGAL,2019-20,Cycle 3,Potassium (K),VL,9,12,2019,"Financial Year (Apr - Mar), 2019"
1401,India,28,ANDHRA PRADESH,2019-20,Cycle 3,Nitrogen (N),H,0,16,2019,"Financial Year (Apr - Mar), 2019"
